 shampoo, hand soap, waffles, vegetables, cheeses, mixes, milk, sandwich bags, laundry detergent, dishwashing liquid/detergent, waffles, individual meals, hand soap, vegetables, individual meals, yogurt, cereals, shampoo, vegetables, aluminum foil
 milk, eggs, poultry, poultry, hand soap, bagels, all- purpose, coffee/tea, soap, aluminum foil, coffee/tea, lunch meat, all- purpose, yogurt, juice, toilet paper, fruits, ,,
 all- purpose, ice cream, tortillas, milk, coffee/tea, fruits, cereals, dinner rolls, pork, spaghetti sauce, sugar, shampoo, spaghetti sauce, cereals, cheeses, ,,,,
 pork, ketchup, flour, pork, eggs, ,,,,,,,,,,,,,,
 butter, pork, pork, hand soap, tortillas, milk, tortillas, ,,,,,,,,,,,,
 eggs, cheeses, butter, sandwich bags, vegetables, dinner rolls, sandwich bags, waffles, waffles, waffles, ,,,,,,,,,
 yogurt, sandwich bags, individual meals, fruits, pasta, ice cream, soap, ,,,,,,,,,,,,
 yogurt, vegetables, poultry, waffles, poultry, vegetables, waffles, spaghetti sauce, beef, sugar, lunch meat, hand soap, dinner rolls, hand soap, hand soap, ,,,,
 coffee/tea, all- purpose, beef, hand soap, paper towels, bagels, lunch meat, spaghetti sauce, poultry, vegetables, tortillas, individual meals, juice, poultry, butter, sugar, fruits, ,,
 tortillas, coffee/tea, beef, ketchup, ,,,,,,,,,,,,,,,
 cheeses, pasta, milk, ice cream, toilet paper, ,,,,,,,,,,,,,,
 poultry, soda, milk, milk, spaghetti sauce, laundry detergent, fruits, cereals, pasta, vegetables, pasta, ketchup, tortillas, ,,,,,,
 shampoo, toilet paper, all- purpose, vegetables, cereals, ,,,,,,,,,,,,,,
 pasta, sandwich bags, individual meals, waffles, ,,,,,,,,,,,,,,,
 dishwashing liquid/detergent, individual meals, individual meals, soap, sandwich loaves, spaghetti sauce, pasta, pork, poultry, shampoo, spaghetti sauce, lunch meat, coffee/tea, sandwich loaves, hand soap, shampoo, tortillas, ketchup, poultry, 
 butter, toilet paper, laundry detergent, sugar, sandwich bags, pasta, beef, spaghetti sauce, vegetables, ice cream, ketchup, cheeses, vegetables, fruits, cereals, ketchup, hand soap, mixes, sandwich bags, 
 cheeses, soap, aluminum foil, mixes, pork, soap, pasta, ,,,,,,,,,,,,
 all- purpose, aluminum foil, paper towels, vegetables, shampoo, sandwich loaves, lunch meat, sandwich bags, sandwich loaves, eggs, hand soap, shampoo, milk, bagels, cheeses, ,,,,
 bagels, vegetables, waffles, dinner rolls, mixes, coffee/tea, coffee/tea, individual meals, yogurt, dishwashing liquid/detergent, waffles, waffles, pasta, eggs, dinner rolls, yogurt, ,,,
 shampoo, juice, paper towels, pork, dinner rolls, pasta, milk, pasta, toilet paper, butter, tortillas, coffee/tea, pasta, sugar, vegetables, yogurt, coffee/tea, sandwich bags, ,
 shampoo, cereals, pork, butter, dinner rolls, sandwich bags, milk, shampoo, soda, hand soap, flour, milk, beef, pork, sugar, toilet paper, paper towels, waffles, ketchup, 
 coffee/tea, ice cream, lunch meat, aluminum foil, juice, soap, all- purpose, sandwich loaves, coffee/tea, sandwich bags, yogurt, sandwich loaves, pork, pork, soda, soda, ,,,
 cheeses, paper towels, fruits, yogurt, juice, all- purpose, laundry detergent, toilet paper, yogurt, vegetables, fruits, spaghetti sauce, ,,,,,,,
 shampoo, cheeses, sugar, ketchup, ,,,,,,,,,,,,,,,
 poultry, sugar, ice cream, vegetables, vegetables, juice, paper towels, lunch meat, vegetables, ,,,,,,,,,,
 yogurt, aluminum foil, soda, paper towels, beef, laundry detergent, vegetables, ice cream, eggs, fruits, laundry detergent, poultry, ,,,,,,,
 poultry, milk, laundry detergent, toilet paper, vegetables, cheeses, dishwashing liquid/detergent, pasta, cereals, paper towels, individual meals, laundry detergent, toilet paper, eggs, sugar, paper towels, coffee/tea, ,,
 spaghetti sauce, hand soap, spaghetti sauce, beef, shampoo, sandwich bags, ,,,,,,,,,,,,,
 waffles, yogurt, sugar, toilet paper, vegetables, juice, sandwich loaves, waffles, cereals, mixes, butter, sandwich loaves, milk, laundry detergent, milk, ,,,,
 aluminum foil, ice cream, mixes, ketchup, soda, lunch meat, ketchup, soap, beef, dishwashing liquid/detergent, ice cream, ice cream, bagels, yogurt, poultry, mixes, juice, coffee/tea, fruits, 
 shampoo, individual meals, vegetables, bagels, pork, spaghetti sauce, fruits, dishwashing liquid/detergent, pasta, ,,,,,,,,,,
 flour, flour, ketchup, cheeses, hand soap, mixes, hand soap, pork, pasta, ,,,,,,,,,,
 coffee/tea, vegetables, juice, aluminum foil, spaghetti sauce, fruits, shampoo, lunch meat, mixes, pork, aluminum foil, vegetables, individual meals, paper towels, soap, ,,,,
 paper towels, bagels, butter, toilet paper, soap, sandwich bags, juice, ice cream, vegetables, sandwich loaves, toilet paper, fruits, pork, waffles, ice cream, coffee/tea, laundry detergent, ice cream, yogurt, sugar
 dinner rolls, individual meals, sandwich loaves, bagels, juice, ,,,,,,,,,,,,,,
 dinner rolls, fruits, yogurt, fruits, cereals, all- purpose, coffee/tea, shampoo, shampoo, beef, vegetables, coffee/tea, poultry, flour, ,,,,,
 milk, mixes, soap, soda, spaghetti sauce, sandwich bags, ,,,,,,,,,,,,,
 laundry detergent, beef, sandwich bags, soap, milk, paper towels, sugar, shampoo, vegetables, ice cream, aluminum foil, vegetables, sandwich loaves, ,,,,,,
 shampoo, cheeses, cheeses, paper towels, mixes, spaghetti sauce, lunch meat, individual meals, tortillas, toilet paper, beef, pork, cheeses, sandwich bags, sugar, shampoo, fruits, hand soap, tortillas, 
 butter, bagels, mixes, mixes, hand soap, sandwich bags, spaghetti sauce, sugar, cheeses, bagels, hand soap, mixes, bagels, sandwich loaves, laundry detergent, toilet paper, waffles, ketchup, milk, vegetables
 aluminum foil, pork, sugar, vegetables, all- purpose, individual meals, beef, sandwich bags, lunch meat, waffles, pasta, beef, laundry detergent, paper towels, soap, poultry, ,,,
 juice, ice cream, lunch meat, toilet paper, shampoo, ketchup, lunch meat, vegetables, poultry, yogurt, sandwich loaves, pork, spaghetti sauce, ketchup, lunch meat, vegetables, shampoo, beef, ,
 butter, cheeses, aluminum foil, yogurt, shampoo, hand soap, hand soap, aluminum foil, sugar, waffles, pasta, vegetables, bagels, aluminum foil, fruits, soap, pork, dishwashing liquid/detergent, sandwich bags, 
 paper towels, milk, cheeses, eggs, dinner rolls, sandwich loaves, toilet paper, soap, milk, lunch meat, dinner rolls, shampoo, juice, ice cream, soap, vegetables, butter, ,,
 laundry detergent, pasta, poultry, laundry detergent, shampoo, toilet paper, yogurt, waffles, spaghetti sauce, eggs, lunch meat, sandwich loaves, coffee/tea, beef, soda, flour, ice cream, spaghetti sauce, sandwich loaves, mixes
 coffee/tea, aluminum foil, mixes, vegetables, dinner rolls, waffles, ,,,,,,,,,,,,,
 aluminum foil, coffee/tea, sandwich loaves, sandwich loaves, shampoo, shampoo, laundry detergent, pork, dishwashing liquid/detergent, milk, pasta, coffee/tea, juice, poultry, toilet paper, all- purpose, dishwashing liquid/detergent, cereals, ,
 flour, dinner rolls, tortillas, hand soap, soda, laundry detergent, lunch meat, soap, bagels, tortillas, yogurt, tortillas, pasta, fruits, tortillas, ice cream, shampoo, ice cream, ,
 dishwashing liquid/detergent, vegetables, sugar, butter, fruits, sugar, juice, waffles, toilet paper, pasta, ,,,,,,,,,
 vegetables, poultry, juice, laundry detergent, vegetables, paper towels, ,,,,,,,,,,,,,
 ice cream, eggs, cereals, lunch meat, pasta, butter, poultry, poultry, yogurt, ,,,,,,,,,,
 flour, fruits, soap, individual meals, hand soap, mixes, pasta, pork, all- purpose, vegetables, toilet paper, ,,,,,,,,
 soda, pork, ice cream, shampoo, bagels, poultry, ,,,,,,,,,,,,,
 eggs, individual meals, paper towels, toilet paper, ,,,,,,,,,,,,,,,
 flour, sugar, soap, soap, soda, bagels, fruits, vegetables, vegetables, all- purpose, bagels, soda, hand soap, mixes, vegetables, ,,,,
 beef, vegetables, individual meals, beef, spaghetti sauce, butter, dishwashing liquid/detergent, pasta, vegetables, coffee/tea, ,,,,,,,,,
 poultry, mixes, yogurt, lunch meat, tortillas, yogurt, pasta, pasta, toilet paper, tortillas, butter, poultry, pork, dishwashing liquid/detergent, yogurt, beef, waffles, juice, dishwashing liquid/detergent, dinner rolls
 all- purpose, laundry detergent, yogurt, dishwashing liquid/detergent, individual meals, laundry detergent, ,,,,,,,,,,,,,
 milk, pork, waffles, paper towels, dinner rolls, ,,,,,,,,,,,,,,
 vegetables, soda, hand soap, butter, ,,,,,,,,,,,,,,,
 pork, bagels, aluminum foil, soap, flour, sandwich bags, paper towels, cereals, ice cream, juice, spaghetti sauce, paper towels, cheeses, coffee/tea, aluminum foil, pasta, cereals, dishwashing liquid/detergent, lunch meat, pork
 hand soap, soda, vegetables, eggs, butter, pork, juice, sugar, aluminum foil, juice, all- purpose, sandwich loaves, pork, eggs, cereals, laundry detergent, ,,,
 all- purpose, dinner rolls, aluminum foil, dinner rolls, tortillas, tortillas, fruits, spaghetti sauce, coffee/tea, fruits, lunch meat, pasta, ketchup, ,,,,,,
 individual meals, poultry, eggs, juice, ketchup, coffee/tea, vegetables, vegetables, dishwashing liquid/detergent, tortillas, all- purpose, sugar, vegetables, toilet paper, lunch meat, ,,,,
 vegetables, bagels, paper towels, mixes, ice cream, milk, toilet paper, paper towels, soap, yogurt, dishwashing liquid/detergent, shampoo, beef, sandwich loaves, beef, sandwich bags, flour, mixes, paper towels, eggs
 sandwich loaves, vegetables, pasta, butter, sandwich loaves, toilet paper, individual meals, all- purpose, dishwashing liquid/detergent, individual meals, individual meals, dishwashing liquid/detergent, cheeses, individual meals, ,,,,,
 soda, sugar, aluminum foil, waffles, individual meals, individual meals, toilet paper, sandwich bags, tortillas, waffles, lunch meat, toilet paper, sandwich bags, dishwashing liquid/detergent, ,,,,,
 cereals, vegetables, sandwich loaves, paper towels, pasta, pork, shampoo, dishwashing liquid/detergent, bagels, soap, bagels, milk, waffles, individual meals, bagels, mixes, waffles, lunch meat, sandwich bags, 
 vegetables, laundry detergent, dishwashing liquid/detergent, lunch meat, flour, individual meals, ,,,,,,,,,,,,,
 flour, fruits, vegetables, spaghetti sauce, soda, spaghetti sauce, aluminum foil, yogurt, soda, soda, spaghetti sauce, pork, waffles, ketchup, dishwashing liquid/detergent, ,,,,
 dishwashing liquid/detergent, cheeses, cheeses, cereals, aluminum foil, ketchup, poultry, mixes, yogurt, paper towels, vegetables, ice cream, aluminum foil, flour, ketchup, sandwich bags, flour, waffles, juice, yogurt
 spaghetti sauce, toilet paper, sandwich bags, aluminum foil, sugar, cheeses, poultry, yogurt, poultry, poultry, cheeses, juice, soap, aluminum foil, bagels, hand soap, dishwashing liquid/detergent, milk, flour, yogurt
 sandwich bags, soda, yogurt, cheeses, aluminum foil, pork, milk, ice cream, beef, vegetables, cereals, vegetables, ,,,,,,,
 cereals, tortillas, ice cream, hand soap, waffles, ketchup, laundry detergent, coffee/tea, ,,,,,,,,,,,
 soda, pasta, soda, flour, soda, ,,,,,,,,,,,,,,
 ketchup, ice cream, flour, vegetables, yogurt, waffles, sandwich bags, ,,,,,,,,,,,,
 sugar, hand soap, lunch meat, spaghetti sauce, dishwashing liquid/detergent, yogurt, bagels, fruits, lunch meat, lunch meat, eggs, cereals, toilet paper, flour, ,,,,,
 pork, bagels, hand soap, eggs, mixes, vegetables, tortillas, coffee/tea, bagels, lunch meat, toilet paper, bagels, pasta, sandwich bags, milk, milk, lunch meat, ,,
 sandwich bags, juice, juice, milk, vegetables, yogurt, butter, ice cream, all- purpose, butter, yogurt, mixes, aluminum foil, hand soap, coffee/tea, yogurt, poultry, juice, milk, 
 tortillas, hand soap, paper towels, dishwashing liquid/detergent, soda, pasta, cheeses, individual meals, aluminum foil, pork, sugar, butter, ice cream, waffles, butter, vegetables, ,,,
 pork, yogurt, juice, pork, sugar, ,,,,,,,,,,,,,,
 shampoo, dinner rolls, flour, vegetables, laundry detergent, paper towels, ice cream, paper towels, dishwashing liquid/detergent, sandwich loaves, laundry detergent, ,,,,,,,,
 sandwich bags, pasta, coffee/tea, mixes, butter, spaghetti sauce, aluminum foil, soda, sandwich loaves, beef, dinner rolls, bagels, fruits, butter, ,,,,,
 juice, sandwich loaves, milk, shampoo, sandwich loaves, coffee/tea, eggs, ,,,,,,,,,,,,
 toilet paper, hand soap, mixes, paper towels, mixes, cheeses, tortillas, spaghetti sauce, lunch meat, individual meals, cereals, tortillas, all- purpose, paper towels, ,,,,,
 paper towels, pork, butter, vegetables, vegetables, tortillas, ketchup, lunch meat, vegetables, vegetables, lunch meat, sugar, mixes, pasta, soap, ,,,,
 soap, yogurt, juice, mixes, sandwich bags, bagels, shampoo, sandwich loaves, butter, vegetables, shampoo, beef, ketchup, dinner rolls, cheeses, sugar, dishwashing liquid/detergent, ketchup, ,
 waffles, juice, toilet paper, flour, pasta, fruits, cheeses, eggs, butter, juice, flour, hand soap, sandwich loaves, ,,,,,,
 tortillas, sugar, flour, spaghetti sauce, soda, ice cream, paper towels, ,,,,,,,,,,,,
 vegetables, mixes, spaghetti sauce, lunch meat, tortillas, soap, poultry, mixes, paper towels, milk, pork, mixes, juice, ,,,,,,
 cheeses, toilet paper, soap, fruits, pasta, soda, fruits, spaghetti sauce, mixes, waffles, juice, soda, ,,,,,,,
 butter, vegetables, sugar, aluminum foil, vegetables, butter, sugar, bagels, yogurt, vegetables, soap, paper towels, bagels, all- purpose, cereals, coffee/tea, vegetables, sugar, bagels, eggs
 ketchup, bagels, waffles, individual meals, butter, dinner rolls, flour, toilet paper, dinner rolls, paper towels, paper towels, mixes, coffee/tea, ,,,,,,
 laundry detergent, lunch meat, paper towels, sandwich loaves, juice, soap, ,,,,,,,,,,,,,
 spaghetti sauce, cereals, bagels, dinner rolls, ketchup, waffles, mixes, shampoo, dishwashing liquid/detergent, fruits, tortillas, vegetables, aluminum foil, spaghetti sauce, coffee/tea, ,,,,
 fruits, coffee/tea, soap, sugar, dishwashing liquid/detergent, poultry, pasta, cereals, individual meals, hand soap, ,,,,,,,,,
 tortillas, aluminum foil, milk, waffles, sandwich loaves, laundry detergent, dishwashing liquid/detergent, ,,,,,,,,,,,,
 soap, sandwich bags, laundry detergent, eggs, shampoo, laundry detergent, toilet paper, spaghetti sauce, ketchup, sandwich bags, cereals, milk, butter, ketchup, soap, pasta, hand soap, ,,
 spaghetti sauce, pasta, laundry detergent, shampoo, cheeses, butter, dinner rolls, pork, eggs, poultry, shampoo, toilet paper, spaghetti sauce, sugar, ketchup, hand soap, flour, waffles, juice, 
 tortillas, laundry detergent, flour, ketchup, butter, vegetables, mixes, fruits, lunch meat, vegetables, sandwich loaves, pork, cheeses, milk, pork, all- purpose, bagels, poultry, paper towels, tortillas
 coffee/tea, ketchup, shampoo, waffles, sandwich bags, dishwashing liquid/detergent, individual meals, pork, toilet paper, ice cream, ketchup, lunch meat, pasta, soap, juice, all- purpose, paper towels, ,,
 aluminum foil, sandwich bags, fruits, cereals, dinner rolls, sandwich bags, sandwich loaves, ,,,,,,,,,,,,
 dishwashing liquid/detergent, ice cream, coffee/tea, vegetables, sugar, cheeses, tortillas, hand soap, poultry, sugar, soap, tortillas, ice cream, ,,,,,,
 bagels, waffles, milk, bagels, beef, vegetables, laundry detergent, paper towels, milk, vegetables, lunch meat, shampoo, toilet paper, all- purpose, fruits, ,,,,
 vegetables, poultry, juice, sugar, dinner rolls, soda, waffles, dishwashing liquid/detergent, milk, fruits, mixes, lunch meat, individual meals, soda, laundry detergent, sugar, vegetables, lunch meat, soap, sandwich bags
 ice cream, cheeses, milk, yogurt, vegetables, shampoo, butter, juice, ice cream, lunch meat, paper towels, cheeses, individual meals, coffee/tea, fruits, aluminum foil, ,,,
 ice cream, fruits, juice, shampoo, individual meals, individual meals, butter, cereals, spaghetti sauce, yogurt, sugar, shampoo, sugar, pasta, ,,,,,
 tortillas, juice, milk, soap, dishwashing liquid/detergent, vegetables, beef, ketchup, toilet paper, mixes, sandwich loaves, cheeses, laundry detergent, dishwashing liquid/detergent, cheeses, paper towels, vegetables, all- purpose, yogurt, beef
 coffee/tea, dishwashing liquid/detergent, bagels, butter, pasta, spaghetti sauce, vegetables, all- purpose, coffee/tea, mixes, cereals, spaghetti sauce, bagels, vegetables, fruits, laundry detergent, fruits, ,,
 all- purpose, soap, waffles, vegetables, sandwich loaves, toilet paper, sandwich loaves, yogurt, aluminum foil, vegetables, sandwich loaves, paper towels, toilet paper, dinner rolls, butter, laundry detergent, ketchup, individual meals, coffee/tea, toilet paper
 paper towels, toilet paper, spaghetti sauce, vegetables, spaghetti sauce, waffles, paper towels, cereals, sugar, waffles, waffles, yogurt, sandwich loaves, pasta, pasta, dishwashing liquid/detergent, paper towels, paper towels, cheeses, 
 laundry detergent, vegetables, mixes, flour, individual meals, sandwich loaves, sugar, hand soap, ice cream, poultry, dishwashing liquid/detergent, coffee/tea, vegetables, coffee/tea, spaghetti sauce, vegetables, spaghetti sauce, ,,
 bagels, milk, aluminum foil, spaghetti sauce, individual meals, shampoo, ketchup, juice, ,,,,,,,,,,,
 soda, cheeses, coffee/tea, waffles, aluminum foil, poultry, fruits, vegetables, vegetables, tortillas, ice cream, ,,,,,,,,
 cheeses, hand soap, flour, sandwich bags, cereals, flour, eggs, hand soap, laundry detergent, vegetables, hand soap, sandwich loaves, fruits, ,,,,,,
 vegetables, sandwich loaves, poultry, paper towels, vegetables, coffee/tea, ,,,,,,,,,,,,,
 cheeses, hand soap, paper towels, dinner rolls, all- purpose, milk, vegetables, eggs, sandwich loaves, vegetables, mixes, ice cream, vegetables, hand soap, cereals, aluminum foil, dinner rolls, ,,
 coffee/tea, bagels, hand soap, ketchup, mixes, hand soap, tortillas, sandwich loaves, eggs, ice cream, beef, juice, sandwich loaves, yogurt, spaghetti sauce, milk, soap, sandwich bags, cereals, cheeses
 vegetables, hand soap, tortillas, vegetables, vegetables, sandwich bags, laundry detergent, sugar, eggs, toilet paper, laundry detergent, milk, sandwich bags, lunch meat, waffles, vegetables, vegetables, ,,
 dinner rolls, cereals, ketchup, bagels, soap, butter, cereals, milk, ,,,,,,,,,,,
 ice cream, flour, hand soap, flour, individual meals, paper towels, ice cream, ,,,,,,,,,,,,
 coffee/tea, sugar, juice, juice, individual meals, bagels, poultry, soda, laundry detergent, aluminum foil, aluminum foil, pasta, sandwich bags, sandwich loaves, sugar, pork, shampoo, coffee/tea, vegetables, bagels
 dinner rolls, beef, eggs, laundry detergent, paper towels, hand soap, all- purpose, vegetables, laundry detergent, mixes, yogurt, beef, laundry detergent, cheeses, pasta, waffles, ketchup, vegetables, waffles, cereals
 paper towels, dinner rolls, pork, bagels, tortillas, paper towels, milk, beef, ketchup, vegetables, individual meals, dishwashing liquid/detergent, sandwich bags, soda, hand soap, beef, beef, juice, vegetables, 
 cheeses, individual meals, soda, vegetables, spaghetti sauce, soda, tortillas, ice cream, aluminum foil, bagels, cereals, coffee/tea, ,,,,,,,
 dishwashing liquid/detergent, sandwich loaves, waffles, aluminum foil, pasta, ,,,,,,,,,,,,,,
 aluminum foil, dinner rolls, sugar, ketchup, ,,,,,,,,,,,,,,,
 eggs, soap, sandwich loaves, vegetables, paper towels, soda, yogurt, juice, milk, pork, tortillas, poultry, vegetables, dishwashing liquid/detergent, milk, ,,,,
 hand soap, waffles, waffles, cheeses, yogurt, toilet paper, ,,,,,,,,,,,,,
 ketchup, cheeses, dinner rolls, coffee/tea, all- purpose, dishwashing liquid/detergent, individual meals, paper towels, pasta, ketchup, ,,,,,,,,,
 pasta, paper towels, bagels, vegetables, vegetables, cereals, bagels, all- purpose, milk, beef, soap, coffee/tea, eggs, toilet paper, hand soap, shampoo, sandwich loaves, ,,
 pork, individual meals, milk, bagels, sugar, shampoo, soap, beef, cereals, vegetables, spaghetti sauce, yogurt, lunch meat, milk, ,,,,,
 milk, aluminum foil, coffee/tea, vegetables, shampoo, juice, eggs, dishwashing liquid/detergent, poultry, cereals, paper towels, dinner rolls, pasta, dinner rolls, yogurt, waffles, butter, pork, dishwashing liquid/detergent, aluminum foil
 ice cream, vegetables, waffles, mixes, vegetables, sugar, coffee/tea, poultry, pork, milk, paper towels, shampoo, coffee/tea, butter, flour, all- purpose, flour, cheeses, eggs, 
 dishwashing liquid/detergent, milk, all- purpose, juice, sandwich bags, bagels, pasta, milk, waffles, vegetables, hand soap, toilet paper, eggs, aluminum foil, yogurt, sandwich bags, eggs, ,,
 shampoo, dinner rolls, yogurt, shampoo, cereals, juice, beef, pork, ,,,,,,,,,,,
 butter, sandwich loaves, eggs, butter, lunch meat, all- purpose, lunch meat, flour, mixes, yogurt, sandwich bags, cheeses, mixes, bagels, spaghetti sauce, individual meals, waffles, dishwashing liquid/detergent, dinner rolls, fruits
 paper towels, juice, beef, butter, toilet paper, yogurt, laundry detergent, dishwashing liquid/detergent, toilet paper, fruits, dishwashing liquid/detergent, juice, vegetables, milk, butter, paper towels, laundry detergent, ice cream, ,
 dishwashing liquid/detergent, yogurt, cheeses, soda, flour, pork, flour, vegetables, sugar, fruits, tortillas, waffles, dinner rolls, bagels, eggs, dishwashing liquid/detergent, vegetables, ,,
 milk, paper towels, flour, laundry detergent, laundry detergent, toilet paper, poultry, coffee/tea, beef, bagels, ,,,,,,,,,
 flour, fruits, soda, milk, dinner rolls, eggs, individual meals, paper towels, mixes, waffles, pasta, dishwashing liquid/detergent, coffee/tea, lunch meat, toilet paper, laundry detergent, sandwich loaves, dinner rolls, flour, butter
 vegetables, ice cream, ketchup, laundry detergent, toilet paper, mixes, shampoo, pork, vegetables, sandwich bags, tortillas, eggs, pasta, sugar, butter, laundry detergent, aluminum foil, all- purpose, toilet paper, 
 juice, dinner rolls, individual meals, shampoo, sandwich bags, soap, shampoo, vegetables, paper towels, milk, poultry, cereals, beef, paper towels, vegetables, milk, aluminum foil, cereals, eggs, sandwich bags
 hand soap, bagels, dishwashing liquid/detergent, waffles, beef, poultry, mixes, laundry detergent, individual meals, bagels, ,,,,,,,,,
 poultry, cheeses, waffles, sugar, vegetables, aluminum foil, dishwashing liquid/detergent, soda, milk, beef, all- purpose, vegetables, all- purpose, soda, toilet paper, ,,,,
 lunch meat, cereals, flour, yogurt, fruits, sugar, dinner rolls, soap, all- purpose, soap, fruits, sandwich bags, dishwashing liquid/detergent, vegetables, beef, vegetables, yogurt, ,,
 cereals, pasta, mixes, juice, vegetables, all- purpose, dinner rolls, all- purpose, flour, eggs, ketchup, yogurt, flour, laundry detergent, pork, ,,,,
 vegetables, soap, shampoo, sugar, eggs, cereals, tortillas, butter, spaghetti sauce, ,,,,,,,,,,
 poultry, cheeses, sandwich loaves, ketchup, sandwich bags, coffee/tea, hand soap, vegetables, lunch meat, fruits, vegetables, beef, paper towels, shampoo, lunch meat, lunch meat, bagels, dinner rolls, mixes, coffee/tea
 individual meals, waffles, cereals, pork, laundry detergent, ketchup, ,,,,,,,,,,,,,
 ice cream, dishwashing liquid/detergent, juice, sandwich loaves, lunch meat, individual meals, mixes, ,,,,,,,,,,,,
 waffles, mixes, cheeses, fruits, tortillas, fruits, paper towels, flour, toilet paper, hand soap, soda, soap, hand soap, all- purpose, ice cream, poultry, shampoo, butter, ,
 sandwich bags, poultry, sandwich bags, lunch meat, eggs, toilet paper, soda, ,,,,,,,,,,,,
 milk, milk, lunch meat, lunch meat, dishwashing liquid/detergent, aluminum foil, hand soap, hand soap, soap, hand soap, spaghetti sauce, milk, waffles, all- purpose, ,,,,,
 milk, coffee/tea, vegetables, vegetables, dinner rolls, milk, flour, sandwich bags, coffee/tea, eggs, mixes, butter, individual meals, vegetables, cheeses, soda, cereals, ,,
 waffles, hand soap, sandwich bags, paper towels, ice cream, fruits, yogurt, cereals, pork, pork, cereals, dinner rolls, beef, aluminum foil, juice, ,,,,
 tortillas, cereals, ketchup, pasta, mixes, bagels, tortillas, cheeses, pork, ice cream, ,,,,,,,,,
 dinner rolls, sugar, tortillas, soap, shampoo, butter, laundry detergent, sugar, all- purpose, pasta, waffles, ,,,,,,,,
 all- purpose, tortillas, all- purpose, aluminum foil, spaghetti sauce, milk, fruits, juice, poultry, vegetables, flour, poultry, beef, all- purpose, vegetables, ketchup, dishwashing liquid/detergent, eggs, cereals, paper towels
 soda, ice cream, milk, laundry detergent, bagels, poultry, ice cream, pasta, vegetables, paper towels, poultry, soda, eggs, waffles, dinner rolls, individual meals, lunch meat, spaghetti sauce, dishwashing liquid/detergent, all- purpose
 cereals, fruits, yogurt, spaghetti sauce, dishwashing liquid/detergent, hand soap, sugar, spaghetti sauce, spaghetti sauce, spaghetti sauce, cereals, poultry, sandwich loaves, ketchup, vegetables, fruits, ,,,
 milk, mixes, yogurt, soda, ketchup, all- purpose, individual meals, soap, milk, eggs, bagels, waffles, yogurt, poultry, individual meals, soda, lunch meat, dishwashing liquid/detergent, ,
 hand soap, yogurt, shampoo, shampoo, dishwashing liquid/detergent, juice, ,,,,,,,,,,,,,
 sandwich bags, milk, sandwich loaves, soda, flour, individual meals, flour, mixes, shampoo, sugar, spaghetti sauce, dinner rolls, flour, ketchup, vegetables, flour, bagels, pasta, paper towels, sandwich bags
 milk, all- purpose, waffles, lunch meat, ,,,,,,,,,,,,,,,
 dinner rolls, yogurt, sugar, juice, individual meals, sandwich loaves, cheeses, soda, sugar, pork, individual meals, butter, soap, butter, mixes, dishwashing liquid/detergent, ,,,
 vegetables, mixes, poultry, lunch meat, sugar, flour, soda, milk, cereals, laundry detergent, milk, pork, pasta, all- purpose, sandwich bags, ,,,,
 juice, ice cream, beef, fruits, sandwich loaves, hand soap, ,,,,,,,,,,,,,
 lunch meat, sandwich bags, paper towels, hand soap, milk, paper towels, bagels, ketchup, waffles, poultry, butter, waffles, vegetables, ,,,,,,
 waffles, dishwashing liquid/detergent, soap, paper towels, soda, butter, ice cream, coffee/tea, aluminum foil, ,,,,,,,,,,
 spaghetti sauce, mixes, dishwashing liquid/detergent, pork, tortillas, soda, yogurt, beef, yogurt, tortillas, bagels, dinner rolls, juice, sugar, vegetables, milk, vegetables, sandwich bags, shampoo, mixes
 shampoo, vegetables, butter, vegetables, milk, dishwashing liquid/detergent, lunch meat, soda, beef, ,,,,,,,,,,
 individual meals, vegetables, cereals, beef, sandwich loaves, shampoo, beef, beef, laundry detergent, pork, sugar, lunch meat, vegetables, vegetables, eggs, sandwich bags, ice cream, coffee/tea, poultry, vegetables
 spaghetti sauce, poultry, fruits, soap, sandwich bags, ,,,,,,,,,,,,,,
 flour, sandwich loaves, beef, soap, dinner rolls, toilet paper, individual meals, all- purpose, toilet paper, butter, fruits, ,,,,,,,,
 beef, butter, vegetables, milk, paper towels, paper towels, spaghetti sauce, ,,,,,,,,,,,,
 vegetables, yogurt, pork, laundry detergent, sandwich bags, eggs, beef, paper towels, all- purpose, hand soap, dinner rolls, eggs, ,,,,,,,
 toilet paper, pork, pork, all- purpose, sandwich bags, beef, vegetables, ,,,,,,,,,,,,
 eggs, laundry detergent, hand soap, butter, paper towels, juice, fruits, mixes, vegetables, milk, laundry detergent, shampoo, shampoo, dinner rolls, ice cream, ,,,,
 bagels, beef, waffles, toilet paper, cheeses, yogurt, bagels, cheeses, dishwashing liquid/detergent, soap, ,,,,,,,,,
 individual meals, flour, pork, pork, soap, beef, vegetables, juice, vegetables, juice, ketchup, laundry detergent, poultry, sandwich bags, spaghetti sauce, shampoo, butter, ice cream, soap, bagels
 tortillas, soap, spaghetti sauce, fruits, soda, dishwashing liquid/detergent, eggs, tortillas, bagels, vegetables, milk, vegetables, butter, spaghetti sauce, vegetables, milk, beef, ,,
 waffles, sugar, all- purpose, shampoo, aluminum foil, vegetables, fruits, sugar, tortillas, vegetables, fruits, yogurt, sandwich loaves, flour, flour, individual meals, soap, ,,
